x-axis,value,Year,Transformation,Category
ITA,59.0,2012,Count,Company Country
JAM,1.0,2012,Count,Company Country
JOR,3.0,2012,Count,Company Country
JPN,33.0,2012,Count,Company Country
KEN,4.0,2012,Count,Company Country
KOR,51.0,2012,Count,Company Country
LBN,5.0,2012,Count,Company Country
LKA,1.0,2012,Count,Company Country
LTU,6.0,2012,Count,Company Country
LUX,4.0,2012,Count,Company Country
LVA,3.0,2012,Count,Company Country
MDA,1.0,2012,Count,Company Country
MEX,19.0,2012,Count,Company Country
MLT,1.0,2012,Count,Company Country
MUS,1.0,2012,Count,Company Country
MYS,7.0,2012,Count,Company Country
NGA,4.0,2012,Count,Company Country
NIC,1.0,2012,Count,Company Country
NLD,48.0,2012,Count,Company Country
NOR,10.0,2012,Count,Company Country
NZL,13.0,2012,Count,Company Country
PAK,1.0,2012,Count,Company Country
PAN,1.0,2012,Count,Company Country
PER,16.0,2012,Count,Company Country
PHL,3.0,2012,Count,Company Country
POL,16.0,2012,Count,Company Country
PRT,8.0,2012,Count,Company Country
ROM,3.0,2012,Count,Company Country
RUS,155.0,2012,Count,Company Country
RWA,0.0,2012,Count,Company Country
SAU,1.0,2012,Count,Company Country
SGP,41.0,2012,Count,Company Country
SVK,1.0,2012,Count,Company Country
SVN,3.0,2012,Count,Company Country
SWE,44.0,2012,Count,Company Country
THA,5.0,2012,Count,Company Country
TUR,16.0,2012,Count,Company Country
TWN,2.0,2012,Count,Company Country
UGA,0.0,2012,Count,Company Country
UKR,8.0,2012,Count,Company Country
URY,4.0,2012,Count,Company Country
USA,5817.0,2012,Count,Company Country
VEN,1.0,2012,Count,Company Country
VNM,0.0,2012,Count,Company Country
ZAF,8.0,2012,Count,Company Country
ARE,11.0,2013,Count,Company Country
ARG,70.0,2013,Count,Company Country
AUS,100.0,2013,Count,Company Country
AUT,14.0,2013,Count,Company Country
AZE,2.0,2013,Count,Company Country
BEL,36.0,2013,Count,Company Country
BGD,4.0,2013,Count,Company Country
BGR,46.0,2013,Count,Company Country
BMU,1.0,2013,Count,Company Country
BRA,102.0,2013,Count,Company Country
CAN,352.0,2013,Count,Company Country
CHE,52.0,2013,Count,Company Country
CHL,106.0,2013,Count,Company Country
CHN,182.0,2013,Count,Company Country
COL,15.0,2013,Count,Company Country
CRI,2.0,2013,Count,Company Country
CYM,1.0,2013,Count,Company Country
CYP,5.0,2013,Count,Company Country
CZE,12.0,2013,Count,Company Country
DEU,116.0,2013,Count,Company Country
DNK,41.0,2013,Count,Company Country
DOM,1.0,2013,Count,Company Country
DZA,1.0,2013,Count,Company Country
ECU,3.0,2013,Count,Company Country
EGY,9.0,2013,Count,Company Country
ESP,193.0,2013,Count,Company Country
EST,28.0,2013,Count,Company Country
FIN,54.0,2013,Count,Company Country
FRA,127.0,2013,Count,Company Country
GBR,677.0,2013,Count,Company Country
GHA,1.0,2013,Count,Company Country
GRC,16.0,2013,Count,Company Country
GTM,3.0,2013,Count,Company Country
HKG,20.0,2013,Count,Company Country
HRV,1.0,2013,Count,Company Country
HUN,9.0,2013,Count,Company Country
IDN,10.0,2013,Count,Company Country
IND,195.0,2013,Count,Company Country
IRL,89.0,2013,Count,Company Country
ISL,6.0,2013,Count,Company Country
ISR,167.0,2013,Count,Company Country
ITA,98.0,2013,Count,Company Country
JOR,0.0,2013,Count,Company Country
JPN,69.0,2013,Count,Company Country
KEN,7.0,2013,Count,Company Country
KOR,90.0,2013,Count,Company Country
LBN,3.0,2013,Count,Company Country
LKA,1.0,2013,Count,Company Country
LTU,6.0,2013,Count,Company Country
LUX,7.0,2013,Count,Company Country
LVA,13.0,2013,Count,Company Country
MAR,1.0,2013,Count,Company Country
MEX,42.0,2013,Count,Company Country
MKD,1.0,2013,Count,Company Country
MMR,1.0,2013,Count,Company Country
MUS,2.0,2013,Count,Company Country
MYS,7.0,2013,Count,Company Country
NGA,7.0,2013,Count,Company Country
NLD,76.0,2013,Count,Company Country
NOR,30.0,2013,Count,Company Country
NPL,1.0,2013,Count,Company Country
NZL,22.0,2013,Count,Company Country
OMN,1.0,2013,Count,Company Country
PAK,4.0,2013,Count,Company Country
PER,13.0,2013,Count,Company Country
PHL,11.0,2013,Count,Company Country
POL,31.0,2013,Count,Company Country
PRT,23.0,2013,Count,Company Country
QAT,1.0,2013,Count,Company Country
ROM,6.0,2013,Count,Company Country
RUS,139.0,2013,Count,Company Country
SAU,4.0,2013,Count,Company Country
SGP,94.0,2013,Count,Company Country
SLV,1.0,2013,Count,Company Country
SRB,1.0,2013,Count,Company Country
SVK,3.0,2013,Count,Company Country
SVN,3.0,2013,Count,Company Country
SWE,43.0,2013,Count,Company Country
TAN,2.0,2013,Count,Company Country
THA,10.0,2013,Count,Company Country
TTO,1.0,2013,Count,Company Country
TUR,45.0,2013,Count,Company Country
TWN,5.0,2013,Count,Company Country
UGA,3.0,2013,Count,Company Country
UKR,16.0,2013,Count,Company Country
URY,2.0,2013,Count,Company Country
USA,6961.0,2013,Count,Company Country
VEN,7.0,2013,Count,Company Country
VNM,2.0,2013,Count,Company Country
ZAF,4.0,2013,Count,Company Country
ALB,0.0,2014,Count,Company Country
ARE,25.0,2014,Count,Company Country
ARG,39.0,2014,Count,Company Country
AUS,112.0,2014,Count,Company Country
AUT,23.0,2014,Count,Company Country
BAH,1.0,2014,Count,Company Country
BEL,40.0,2014,Count,Company Country
BGR,48.0,2014,Count,Company Country
BHR,2.0,2014,Count,Company Country
BLZ,1.0,2014,Count,Company Country
BRA,88.0,2014,Count,Company Country
BWA,3.0,2014,Count,Company Country
CAN,419.0,2014,Count,Company Country
CHE,67.0,2014,Count,Company Country
CHL,86.0,2014,Count,Company Country
CHN,243.0,2014,Count,Company Country
CIV,1.0,2014,Count,Company Country
COL,30.0,2014,Count,Company Country
CRI,1.0,2014,Count,Company Country
CYM,2.0,2014,Count,Company Country
CYP,5.0,2014,Count,Company Country
CZE,21.0,2014,Count,Company Country
DEU,152.0,2014,Count,Company Country
DNK,53.0,2014,Count,Company Country
DOM,0.0,2014,Count,Company Country
ECU,3.0,2014,Count,Company Country
EGY,5.0,2014,Count,Company Country
ESP,174.0,2014,Count,Company Country
EST,27.0,2014,Count,Company Country
FIN,94.0,2014,Count,Company Country
FRA,148.0,2014,Count,Company Country
GBR,909.0,2014,Count,Company Country
GEO,1.0,2014,Count,Company Country
GHA,2.0,2014,Count,Company Country
GIB,1.0,2014,Count,Company Country
GRC,10.0,2014,Count,Company Country
GRD,1.0,2014,Count,Company Country
GTM,1.0,2014,Count,Company Country
HKG,73.0,2014,Count,Company Country
HND,1.0,2014,Count,Company Country
HRV,0.0,2014,Count,Company Country
HUN,10.0,2014,Count,Company Country
IDN,15.0,2014,Count,Company Country
IND,292.0,2014,Count,Company Country
IRL,96.0,2014,Count,Company Country
ISL,3.0,2014,Count,Company Country
ISR,185.0,2014,Count,Company Country
ITA,111.0,2014,Count,Company Country
JEY,0.0,2014,Count,Company Country
JOR,5.0,2014,Count,Company Country
JPN,101.0,2014,Count,Company Country
KEN,8.0,2014,Count,Company Country
KHM,1.0,2014,Count,Company Country
KOR,98.0,2014,Count,Company Country
LBN,5.0,2014,Count,Company Country
LIE,1.0,2014,Count,Company Country
LKA,1.0,2014,Count,Company Country
LTU,4.0,2014,Count,Company Country
LUX,7.0,2014,Count,Company Country
LVA,16.0,2014,Count,Company Country
MEX,48.0,2014,Count,Company Country
MKD,0.0,2014,Count,Company Country
MLT,3.0,2014,Count,Company Country
MMR,1.0,2014,Count,Company Country
MOZ,0.0,2014,Count,Company Country
MUS,1.0,2014,Count,Company Country
MYS,12.0,2014,Count,Company Country
NGA,12.0,2014,Count,Company Country
NLD,73.0,2014,Count,Company Country
NOR,25.0,2014,Count,Company Country
NZL,26.0,2014,Count,Company Country
PAK,5.0,2014,Count,Company Country
PAN,4.0,2014,Count,Company Country
PER,18.0,2014,Count,Company Country
PHL,13.0,2014,Count,Company Country
POL,29.0,2014,Count,Company Country
PRT,20.0,2014,Count,Company Country
PRY,1.0,2014,Count,Company Country
PSE,0.0,2014,Count,Company Country
ROM,7.0,2014,Count,Company Country
RUS,51.0,2014,Count,Company Country
RWA,0.0,2014,Count,Company Country
SAU,3.0,2014,Count,Company Country
SGP,98.0,2014,Count,Company Country
SRB,7.0,2014,Count,Company Country
SVK,7.0,2014,Count,Company Country
SVN,7.0,2014,Count,Company Country
SWE,64.0,2014,Count,Company Country
TAN,6.0,2014,Count,Company Country
THA,10.0,2014,Count,Company Country
TTO,1.0,2014,Count,Company Country
TUR,32.0,2014,Count,Company Country
TWN,9.0,2014,Count,Company Country
UGA,5.0,2014,Count,Company Country
UKR,12.0,2014,Count,Company Country
URY,1.0,2014,Count,Company Country
USA,8338.0,2014,Count,Company Country
VEN,6.0,2014,Count,Company Country
VNM,5.0,2014,Count,Company Country
ZAF,14.0,2014,Count,Company Country
ZWE,1.0,2014,Count,Company Country
ALB,2.0,2015,Count,Company Country
ARE,20.0,2015,Count,Company Country
ARG,18.0,2015,Count,Company Country
ARM,2.0,2015,Count,Company Country
AUS,111.0,2015,Count,Company Country
AUT,25.0,2015,Count,Company Country
BEL,36.0,2015,Count,Company Country
BGD,3.0,2015,Count,Company Country
BGR,29.0,2015,Count,Company Country
BHR,2.0,2015,Count,Company Country
BLR,1.0,2015,Count,Company Country
BLZ,1.0,2015,Count,Company Country
BMU,1.0,2015,Count,Company Country
BRA,40.0,2015,Count,Company Country
CAN,307.0,2015,Count,Company Country
CHE,70.0,2015,Count,Company Country
CHL,19.0,2015,Count,Company Country
CHN,136.0,2015,Count,Company Country
COL,6.0,2015,Count,Company Country
CRI,1.0,2015,Count,Company Country
CYP,1.0,2015,Count,Company Country
CZE,5.0,2015,Count,Company Country
DEU,146.0,2015,Count,Company Country
DNK,43.0,2015,Count,Company Country
EGY,4.0,2015,Count,Company Country
ESP,107.0,2015,Count,Company Country
EST,21.0,2015,Count,Company Country
FIN,59.0,2015,Count,Company Country
FRA,143.0,2015,Count,Company Country
GBR,600.0,2015,Count,Company Country
GEO,3.0,2015,Count,Company Country
GHA,2.0,2015,Count,Company Country
GIB,2.0,2015,Count,Company Country
GRC,8.0,2015,Count,Company Country
HKG,37.0,2015,Count,Company Country
HRV,0.0,2015,Count,Company Country
HUN,6.0,2015,Count,Company Country
IDN,15.0,2015,Count,Company Country
IND,451.0,2015,Count,Company Country
IRL,46.0,2015,Count,Company Country
IRN,1.0,2015,Count,Company Country
ISL,6.0,2015,Count,Company Country
ISR,165.0,2015,Count,Company Country
ITA,63.0,2015,Count,Company Country
JOR,2.0,2015,Count,Company Country
JPN,78.0,2015,Count,Company Country
KAZ,2.0,2015,Count,Company Country
KEN,5.0,2015,Count,Company Country
KOR,45.0,2015,Count,Company Country
LBN,7.0,2015,Count,Company Country
LTU,4.0,2015,Count,Company Country
LUX,10.0,2015,Count,Company Country
LVA,5.0,2015,Count,Company Country
MCO,1.0,2015,Count,Company Country
MDA,1.0,2015,Count,Company Country
MEX,21.0,2015,Count,Company Country
MLT,2.0,2015,Count,Company Country
MMR,2.0,2015,Count,Company Country
MOZ,0.0,2015,Count,Company Country
MUS,2.0,2015,Count,Company Country
MYS,15.0,2015,Count,Company Country
NGA,12.0,2015,Count,Company Country
NLD,86.0,2015,Count,Company Country
NOR,35.0,2015,Count,Company Country
NZL,24.0,2015,Count,Company Country
PAK,5.0,2015,Count,Company Country
PAN,2.0,2015,Count,Company Country
PER,11.0,2015,Count,Company Country
PHL,13.0,2015,Count,Company Country
POL,14.0,2015,Count,Company Country
PRI,2.0,2015,Count,Company Country
PRT,14.0,2015,Count,Company Country
ROM,2.0,2015,Count,Company Country
RUS,32.0,2015,Count,Company Country
SAU,1.0,2015,Count,Company Country
SGP,95.0,2015,Count,Company Country
SRB,2.0,2015,Count,Company Country
SVK,8.0,2015,Count,Company Country
SVN,7.0,2015,Count,Company Country
SWE,97.0,2015,Count,Company Country
TAN,4.0,2015,Count,Company Country
TGO,1.0,2015,Count,Company Country
THA,17.0,2015,Count,Company Country
TUR,21.0,2015,Count,Company Country
TWN,7.0,2015,Count,Company Country
UGA,5.0,2015,Count,Company Country
UKR,7.0,2015,Count,Company Country
URY,1.0,2015,Count,Company Country
USA,6299.0,2015,Count,Company Country
VEN,3.0,2015,Count,Company Country
VNM,5.0,2015,Count,Company Country
ZAF,14.0,2015,Count,Company Country
ZMB,2.0,2015,Count,Company Country
ZWE,0.0,2015,Count,Company Country
USA,,1960,Average,Company Country
USA,,1973,Average,Company Country
USA,250000.0,1977,Average,Company Country
USA,1000000.0,1979,Average,Company Country
BRA,155000.0,1982,Average,Company Country
USA,100000.0,1984,Average,Company Country
BRA,359333.3333333333,1985,Average,Company Country
USA,,1985,Average,Company Country
ISR,,1986,Average,Company Country
USA,,1986,Average,Company Country
BRA,476000.0,1987,Average,Company Country
USA,2500000.0,1987,Average,Company Country
USA,,1988,Average,Company Country
USA,15000.0,1989,Average,Company Country
CAN,17550000.0,1990,Average,Company Country
DEU,,1990,Average,Company Country
USA,530000.0,1990,Average,Company Country
USA,,1991,Average,Company Country
BRA,498000.0,1992,Average,Company Country
USA,,1992,Average,Company Country
DEU,,1993,Average,Company Country
IND,,1993,Average,Company Country
USA,125000.0,1993,Average,Company Country
BEL,1000000.0,1994,Average,Company Country
BRA,1000000.0,1994,Average,Company Country
CHN,1000000.0,1994,Average,Company Country
ISR,400000.0,1994,Average,Company Country
USA,,1994,Average,Company Country
CHN,4250000.0,1995,Average,Company Country
JPN,,1995,Average,Company Country
USA,2325000.0,1995,Average,Company Country
ARG,3930000.0,1996,Average,Company Country
CHN,42000000.0,1996,Average,Company Country
GBR,,1996,Average,Company Country
USA,2802500.0,1996,Average,Company Country
ARG,2520000.0,1997,Average,Company Country
CHN,21833333.333333332,1997,Average,Company Country
USA,7325000.0,1997,Average,Company Country
CHN,,1998,Average,Company Country
DEU,,1998,Average,Company Country
GBR,3250000.0,1998,Average,Company Country
JPN,200000.0,1998,Average,Company Country
NLD,,1998,Average,Company Country
POL,2000.0,1998,Average,Company Country
USA,10618230.0,1998,Average,Company Country
ARG,1500000.0,1999,Average,Company Country
AUS,1250000.0,1999,Average,Company Country
BRA,159527.5,1999,Average,Company Country
CAN,10467500.0,1999,Average,Company Country
CHE,,1999,Average,Company Country
CHN,12743194.090909092,1999,Average,Company Country
DEU,7773433.0,1999,Average,Company Country
ESP,115200.0,1999,Average,Company Country
FRA,4084828.0,1999,Average,Company Country
GBR,10589541.142857144,1999,Average,Company Country
IRL,1714523.0,1999,Average,Company Country
ISL,,1999,Average,Company Country
ISR,4000000.0,1999,Average,Company Country
ITA,,1999,Average,Company Country
NLD,,1999,Average,Company Country
SGP,,1999,Average,Company Country
USA,17158243.271523178,1999,Average,Company Country
ARE,,2000,Average,Company Country
ARG,16170000.0,2000,Average,Company Country
AUS,4600000.0,2000,Average,Company Country
AUT,,2000,Average,Company Country
BEL,900000.0,2000,Average,Company Country
BRA,669417.0,2000,Average,Company Country
CAN,3736180.5,2000,Average,Company Country
CHE,14000000.0,2000,Average,Company Country
CHN,6413071.909090909,2000,Average,Company Country
DEU,19186290.0,2000,Average,Company Country
DNK,1000000.0,2000,Average,Company Country
FRA,5684254.833333333,2000,Average,Company Country
GBR,91729263.27272727,2000,Average,Company Country
IND,,2000,Average,Company Country
ISR,11333333.333333334,2000,Average,Company Country
ITA,1356210.0,2000,Average,Company Country
JPN,14058552.0,2000,Average,Company Country
MYS,5000000.0,2000,Average,Company Country
NGA,6000000.0,2000,Average,Company Country
PRT,,2000,Average,Company Country
SWE,14707871.0,2000,Average,Company Country
TUR,,2000,Average,Company Country
USA,24177615.859813083,2000,Average,Company Country
ARG,327500.0,2001,Average,Company Country
AUT,38000000.0,2001,Average,Company Country
BEL,1169733.3333333333,2001,Average,Company Country
BRA,495163.75,2001,Average,Company Country
CAN,7362360.076923077,2001,Average,Company Country
CHE,8323094.0,2001,Average,Company Country
CHN,3874821.6363636362,2001,Average,Company Country
DEU,19976943.5,2001,Average,Company Country
EST,2800000.0,2001,Average,Company Country
FRA,2158724.6666666665,2001,Average,Company Country
GBR,9717373.94117647,2001,Average,Company Country
IND,6000000.0,2001,Average,Company Country
IRL,4450756.666666667,2001,Average,Company Country
ISR,17800000.0,2001,Average,Company Country
JPN,3639310.5,2001,Average,Company Country
KOR,2000000.0,2001,Average,Company Country
MNE,12200000.0,2001,Average,Company Country
NLD,21000000.0,2001,Average,Company Country
POL,,2001,Average,Company Country
SGP,8300000.0,2001,Average,Company Country
SWE,3733834.0,2001,Average,Company Country
TTO,4000000.0,2001,Average,Company Country
USA,17684002.49698795,2001,Average,Company Country
AUS,11240000.0,2002,Average,Company Country
AUT,18000000.0,2002,Average,Company Country
BEL,4898950.0,2002,Average,Company Country
BRA,242132.0,2002,Average,Company Country
CAN,6228005.0,2002,Average,Company Country
CHE,13439178.0,2002,Average,Company Country
CHN,3548519.5555555555,2002,Average,Company Country
COL,,2002,Average,Company Country
DEU,14925395.25,2002,Average,Company Country
FRA,8330544.222222222,2002,Average,Company Country
GBR,11751762.333333334,2002,Average,Company Country
HKG,495650.0,2002,Average,Company Country
IRL,25251015.5,2002,Average,Company Country
ISR,8500000.0,2002,Average,Company Country
ITA,7275635.0,2002,Average,Company Country
JPN,22800000.0,2002,Average,Company Country
LUX,250000.0,2002,Average,Company Country
MYS,5700000.0,2002,Average,Company Country
NGA,6000000.0,2002,Average,Company Country
NZL,20000000.0,2002,Average,Company Country
PHL,,2002,Average,Company Country
SWE,812741.0,2002,Average,Company Country
TTO,4350000.0,2002,Average,Company Country
TWN,,2002,Average,Company Country
USA,16857308.00625,2002,Average,Company Country
AUS,250000.0,2003,Average,Company Country
AUT,34000000.0,2003,Average,Company Country
BEL,10156537.5,2003,Average,Company Country
BMU,220800000.0,2003,Average,Company Country
CAN,9965271.3125,2003,Average,Company Country
CHE,15458734.0,2003,Average,Company Country
CHN,12045297.0,2003,Average,Company Country
DEU,21341679.0,2003,Average,Company Country
DNK,7196666.666666667,2003,Average,Company Country
ESP,231604.66666666666,2003,Average,Company Country
FRA,9738091.25,2003,Average,Company Country
GBR,9701357.862068966,2003,Average,Company Country
HKG,20000000.0,2003,Average,Company Country
IND,2500000.0,2003,Average,Company Country
IRL,3240907.0,2003,Average,Company Country
ISR,7000000.0,2003,Average,Company Country
JPN,37866666.666666664,2003,Average,Company Country
KNA,15000000.0,2003,Average,Company Country
KOR,500000.0,2003,Average,Company Country
LTU,2000000.0,2003,Average,Company Country
LUX,,2003,Average,Company Country
MYS,13000000.0,2003,Average,Company Country
NLD,,2003,Average,Company Country
PAK,,2003,Average,Company Country
SGP,54425000.0,2003,Average,Company Country
SWE,3506816.0,2003,Average,Company Country
TWN,3000000.0,2003,Average,Company Country
USA,24074600.028571427,2003,Average,Company Country
AUS,8000000.0,2004,Average,Company Country
BEL,10274748.0,2004,Average,Company Country
BMU,,2004,Average,Company Country
BRA,350000.0,2004,Average,Company Country
CAN,9486421.352941176,2004,Average,Company Country
CHE,11329056.666666666,2004,Average,Company Country
CHN,16812806.136363637,2004,Average,Company Country
DEU,12202820.0,2004,Average,Company Country
DNK,18479140.5,2004,Average,Company Country
FIN,3611192.0,2004,Average,Company Country
FRA,59615886.25,2004,Average,Company Country
GBR,6695058.043478261,2004,Average,Company Country
IND,7500000.0,2004,Average,Company Country
IRL,2605848.3333333335,2004,Average,Company Country
ISL,7240750.0,2004,Average,Company Country
ISR,9816666.666666666,2004,Average,Company Country
ITA,6926574.0,2004,Average,Company Country
JPN,23246418.0,2004,Average,Company Country
LUX,18800000.0,2004,Average,Company Country
MYS,15000000.0,2004,Average,Company Country
NLD,,2004,Average,Company Country
ROM,1750000.0,2004,Average,Company Country
RUS,,2004,Average,Company Country
SGP,4577857.142857143,2004,Average,Company Country
SWE,4770769.0,2004,Average,Company Country
TWN,25250000.0,2004,Average,Company Country
USA,14989883.78187404,2004,Average,Company Country
AUS,2745621.9,2005,Average,Company Country
AUT,1555026.6666666667,2005,Average,Company Country
BEL,5746520.0,2005,Average,Company Country
BRA,,2005,Average,Company Country
CAN,10218482.606060605,2005,Average,Company Country
CHE,14205082.75,2005,Average,Company Country
CHN,35544426.48717949,2005,Average,Company Country
CMR,,2005,Average,Company Country
CYM,1250000.0,2005,Average,Company Country
DEU,9906813.548387097,2005,Average,Company Country
DNK,23147500.0,2005,Average,Company Country
ESP,4855777.777777778,2005,Average,Company Country
FIN,10158050.0,2005,Average,Company Country
FRA,5066841.452830189,2005,Average,Company Country
GBR,6035828.268817204,2005,Average,Company Country
GHA,15000000.0,2005,Average,Company Country
HKG,500000.0,2005,Average,Company Country
IDN,2000000.0,2005,Average,Company Country
IND,16760000.0,2005,Average,Company Country
IRL,6293051.785714285,2005,Average,Company Country
ISR,6589714.285714285,2005,Average,Company Country
ITA,3214016.6666666665,2005,Average,Company Country
JOR,,2005,Average,Company Country
JPN,3277464.0,2005,Average,Company Country
KOR,11000000.0,2005,Average,Company Country
LBN,,2005,Average,Company Country
LUX,3900000.0,2005,Average,Company Country
MAF,14403184.0,2005,Average,Company Country
MYS,168000000.0,2005,Average,Company Country
NGA,15800000.0,2005,Average,Company Country
NLD,10900496.0,2005,Average,Company Country
NOR,5431277.8,2005,Average,Company Country
NZL,3000000.0,2005,Average,Company Country
POL,78000.0,2005,Average,Company Country
PRT,959000.0,2005,Average,Company Country
RUS,,2005,Average,Company Country
SVK,500000.0,2005,Average,Company Country
SWE,5290509.0,2005,Average,Company Country
TUR,,2005,Average,Company Country
TWN,,2005,Average,Company Country
USA,12192948.739387957,2005,Average,Company Country
ZAF,1653500.0,2005,Average,Company Country
ARE,2725000.0,2006,Average,Company Country
ARG,3865000.0,2006,Average,Company Country
AUS,963966.6,2006,Average,Company Country
AUT,2203333.3333333335,2006,Average,Company Country
BEL,12940949.0,2006,Average,Company Country
BGR,5000.0,2006,Average,Company Country
BMU,105000000.0,2006,Average,Company Country
BRA,111117245.25,2006,Average,Company Country
CAN,7065262.375,2006,Average,Company Country
CHE,8013857.142857143,2006,Average,Company Country
CHL,6000.0,2006,Average,Company Country
CHN,9739917.168674698,2006,Average,Company Country
CYM,5000000.0,2006,Average,Company Country
CZE,1013366.6666666666,2006,Average,Company Country
DEU,3479734.4905660376,2006,Average,Company Country
DNK,7651714.285714285,2006,Average,Company Country
ESP,4449799.636363637,2006,Average,Company Country
EST,1061500.0,2006,Average,Company Country
FIN,6464780.0,2006,Average,Company Country
FRA,5417065.133333334,2006,Average,Company Country
GBR,5757837.108527131,2006,Average,Company Country
GGY,3960000.0,2006,Average,Company Country
HKG,2735000.0,2006,Average,Company Country
IDN,3000000.0,2006,Average,Company Country
IND,16738148.148148147,2006,Average,Company Country
IRL,6411277.583333333,2006,Average,Company Country
ISL,6617549.0,2006,Average,Company Country
ISR,9040099.433962265,2006,Average,Company Country
ITA,1099620.0,2006,Average,Company Country
JPN,14279815.666666666,2006,Average,Company Country
KOR,9500000.0,2006,Average,Company Country
LUX,,2006,Average,Company Country
MEX,,2006,Average,Company Country
MYS,4373333.333333333,2006,Average,Company Country
NLD,7119739.875,2006,Average,Company Country
NOR,28644000.0,2006,Average,Company Country
NZL,1185000.0,2006,Average,Company Country
POL,337666.6666666667,2006,Average,Company Country
PRI,250000.0,2006,Average,Company Country
PRT,1260000.0,2006,Average,Company Country
RUS,2166666.6666666665,2006,Average,Company Country
SGP,3042500.0,2006,Average,Company Country
SVK,3650000.0,2006,Average,Company Country
SWE,4788942.916666667,2006,Average,Company Country
TUR,2690000.0,2006,Average,Company Country
TWN,7500000.0,2006,Average,Company Country
UKR,50000.0,2006,Average,Company Country
USA,24285220.748148147,2006,Average,Company Country
VNM,3500000.0,2006,Average,Company Country
ARG,600000.0,2007,Average,Company Country
AUS,2759043.0,2007,Average,Company Country
AUT,8710258.0,2007,Average,Company Country
BEL,9117589.785714285,2007,Average,Company Country
BMU,15000000.0,2007,Average,Company Country
BRA,100150000.0,2007,Average,Company Country
CAN,8544557.821917808,2007,Average,Company Country
CHE,10758321.25,2007,Average,Company Country
CHL,500000.0,2007,Average,Company Country
CHN,11917251.369565217,2007,Average,Company Country
CYP,,2007,Average,Company Country
CZE,2025750.0,2007,Average,Company Country
DEU,13822513.51724138,2007,Average,Company Country
DNK,6907195.333333333,2007,Average,Company Country
ESP,5417576.611111111,2007,Average,Company Country
EST,131350.0,2007,Average,Company Country
FIN,3325812.75,2007,Average,Company Country
FRA,7127717.152941177,2007,Average,Company Country
GBR,7943568.29787234,2007,Average,Company Country
GRC,500000.0,2007,Average,Company Country
HKG,10750000.0,2007,Average,Company Country
HUN,250000.0,2007,Average,Company Country
IDN,16600000.0,2007,Average,Company Country
IND,8514593.75,2007,Average,Company Country
IRL,6767458.611111111,2007,Average,Company Country
ISL,250000.0,2007,Average,Company Country
ISR,5418807.830985916,2007,Average,Company Country
ITA,2169455.3333333335,2007,Average,Company Country
JPN,4823663.75,2007,Average,Company Country
KOR,11118000.0,2007,Average,Company Country
LIE,5591716.0,2007,Average,Company Country
LTU,930000.0,2007,Average,Company Country
LUX,449300000.0,2007,Average,Company Country
LVA,376000.0,2007,Average,Company Country
MAF,14840000.0,2007,Average,Company Country
MCO,657000.0,2007,Average,Company Country
MUS,526235.0,2007,Average,Company Country
MYS,470000.0,2007,Average,Company Country
NLD,43229269.041666664,2007,Average,Company Country
NOR,2318300.0,2007,Average,Company Country
NZL,5783333.333333333,2007,Average,Company Country
POL,630000.0,2007,Average,Company Country
PRT,2055000.0,2007,Average,Company Country
ROM,4970000.0,2007,Average,Company Country
RUS,70000000.0,2007,Average,Company Country
SEN,2860000.0,2007,Average,Company Country
SGP,1615750.0,2007,Average,Company Country
SWE,5380935.136363637,2007,Average,Company Country
TUR,2825000.0,2007,Average,Company Country
TWN,65000000.0,2007,Average,Company Country
URY,1000000.0,2007,Average,Company Country
USA,12354941.859086491,2007,Average,Company Country
UZB,90000.0,2007,Average,Company Country
VNM,5883333.333333333,2007,Average,Company Country
ZAF,2976666.6666666665,2007,Average,Company Country
ARE,35000000.0,2008,Average,Company Country
ARG,3460000.0,2008,Average,Company Country
ARM,13258750.0,2008,Average,Company Country
AUS,4236241.428571428,2008,Average,Company Country
AUT,3198601.3333333335,2008,Average,Company Country
BAH,1200000.0,2008,Average,Company Country
BEL,2631364.2,2008,Average,Company Country
BGD,25000.0,2008,Average,Company Country
BRA,31860000.0,2008,Average,Company Country
CAN,11799784.430555556,2008,Average,Company Country
CHE,14206014.4,2008,Average,Company Country
CHN,19038974.714285713,2008,Average,Company Country
COL,187500.0,2008,Average,Company Country
CYM,6000000.0,2008,Average,Company Country
CZE,27153900.0,2008,Average,Company Country
DEU,6110152.75,2008,Average,Company Country
DNK,5228642.125,2008,Average,Company Country
ESP,8102643.388888889,2008,Average,Company Country
EST,2411539.0,2008,Average,Company Country
FIN,13812600.0,2008,Average,Company Country
FRA,3693565.56097561,2008,Average,Company Country
GBR,8556090.44723618,2008,Average,Company Country
HKG,5000000.0,2008,Average,Company Country
HND,,2008,Average,Company Country
HRV,1331100.0,2008,Average,Company Country
IDN,5000000.0,2008,Average,Company Country
IND,18497022.826086957,2008,Average,Company Country
IRL,9039327.133333333,2008,Average,Company Country
ISR,7421670.921052632,2008,Average,Company Country
ITA,6950699.3,2008,Average,Company Country
JOR,1000000.0,2008,Average,Company Country
JPN,5630382.307692308,2008,Average,Company Country
KEN,200000.0,2008,Average,Company Country
KHM,,2008,Average,Company Country
KOR,5275000.0,2008,Average,Company Country
LTU,28100000.0,2008,Average,Company Country
LUX,124690.0,2008,Average,Company Country
MEX,,2008,Average,Company Country
MKD,,2008,Average,Company Country
MYS,11003681.5,2008,Average,Company Country
NGA,,2008,Average,Company Country
