funding_round_permalink,interval,funding_round,company_country_code,company_sector,time_since_first_investment,time_since_last_investment,company_age,avg_time_between_rounds,investor_country_code,investor_name
/funding-round/383a9bd2c04f7038bb543ccef5ba3eae,"[ 791647 , 1300000 )",seed,USA,['Information Technology'],35.5,1.0,59.93,8.67,['USA'],['Nexus Venture Partners']
/funding-round/3bb2ee4a2d89251a10aaa735b1180e44,"[ 10000000 , 20000000 )",venture B,USA,['Information Technology'],35.5,1.0,59.93,8.67,['USA'],"['Capital One' 'Nexus Venture Partners' 'Paxion Capital Partners'
 'Transamerica']"
/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,"[ 3791804 , 6000000 )",venture A,USA,['Information Technology'],35.5,1.0,59.93,8.67,['USA'],"['Nexus Venture Partners' 'Transamerica Ventures' 'Ash Bhardwaj'
 'Michael Marks' 'Rajesh Ambati' 'Rakesh Mathur']"
/funding-round/03b975068632eba5bfdb937ec8c07a68,"[ 791647 , 1300000 )",seed,USA,['Information Technology'],53.27,22.23,52.87,10.34,['USA' 'FRA'],['Camp One Ventures' 'Kima Ventures' 'Rick Marini' 'VK Rajaram']
/funding-round/e82464f22241715dd1a6c77241055ed1,"[ 791647 , 1300000 )",seed,USA,['Information Technology'],53.27,22.23,52.87,10.34,['USA'],"['CRV' 'General Catalyst Partners' 'SV Angel' 'True Ventures'
 'Gary Vaynerchuk' 'Keith Rabois' 'Michael Dearing' 'Naval Ravikant']"
/funding-round/502bd0e50c27616995e4bdad24605ef8,"[ 2100000 , 3791804 )",venture A,USA,['Information Technology'],72.1,58.4,66.07,6.85,['USA'],"['Felicis Ventures' 'FLOODGATE' 'Founder Collective' 'Greylock Partners'
 'Signatures Capital' 'Bobby Yazdani' 'Caterina Fake' 'Chris Sacca'
 'Keith Rabois' 'Paul Buchheit' 'Ron Conway']"
/funding-round/bbbda407fa8638d944ecfdd042230c4b,"[ 10000000 , 20000000 )",venture B,CHN,['Consumer Discretionary'],19.5,19.5,50.83,1.0,['CHN'],['Softbank China Venture Capital']
/funding-round/4ff51088be233a23c013689d680f04e5,"[ 791647 , 1300000 )",seed,AUS,"['Consumer Discretionary', 'Information Technology', 'Communication Services']",43.73,29.57,46.73,4.72,['AUS' 'SGP'],['Adventure Capital' 'SingTel Innov8']
/funding-round/2dc9ff9c590200195228ce2e153a1423,"[ 6000000 , 10000000 )",venture A,USA,"['Communication Services', 'Information Technology', 'Financials']",78.23,56.03,71.77,11.1,['USA'],['BlueRun Ventures' 'Founders Fund']
/funding-round/3d40399001b0a2088620030afc533c83,"[ 10000000 , 20000000 )",venture B,USA,"['Communication Services', 'Information Technology', 'Financials']",78.23,56.03,71.77,11.1,['USA'],['BlueRun Ventures' 'Founders Fund' 'SV Angel' 'Mark Kingdon']
/funding-round/3b07772aa3a6bfa26d5135fa746f94e2,"[ 184000 , 414705 )",seed,USA,"['Communication Services', 'Information Technology', 'Consumer Discretionary']",67.97,67.97,72.1,1.0,['USA'],['Y Combinator']
/funding-round/0496c258019a924b3a2da1ebaddb1f9d,"[ 6000000 , 10000000 )",venture A,CHN,['Industrials'],6.07,6.07,59.93,1.0,['CHN'],['Baidu' 'United Electronics Co.']
/funding-round/61660637eae067a2980ecbc3633ad262,"[ 10000000 , 20000000 )",venture B,CHN,['Financials'],120.8,29.53,132.97,30.42,['USA' 'CHN'],['Sequoia Capital' 'Zero2IPO Ventures']
/funding-round/9926125d82350c78205e31fec25945ce,"[ 791647 , 1300000 )",seed,USA,['Health Care'],33.27,7.93,33.37,8.44,['USA'],['1776 Ventures' 'Ense Group' 'Kensington Partners']
/funding-round/ed8960119b7366d2107e34774e514522,"[ 791647 , 1300000 )",seed,USA,['Health Care'],33.27,7.93,33.37,8.44,['USA' 'CAN'],['1776 Ventures' 'Kensington Capital Partners Limited']
/funding-round/010be4610c75917ad3a95856c6b6c14e,"[ 414705 , 791647 )",seed,ITA,"['Information Technology', 'Consumer Discretionary', 'Consumer Staples', 'Industrials']",37.13,18.37,47.77,6.26,['ITA'],['H-FARM']
/funding-round/0e687a86ee81e919e381b372ec43da33,"[ 414705 , 791647 )",seed,ITA,"['Information Technology', 'Consumer Discretionary', 'Consumer Staples', 'Industrials']",37.13,18.37,47.77,6.26,['ITA'],['Club Italia Investimenti' 'United Ventures' 'Massimiliano Magrini']
/funding-round/da810f9fa3df6b969094540665324e67,"[ 414705 , 791647 )",seed,ITA,"['Information Technology', 'Consumer Discretionary', 'Consumer Staples', 'Industrials']",37.13,18.37,47.77,6.26,['ITA'],['H-FARM' 'United Ventures' 'Massimiliano Magrini']
/funding-round/4fdee2e1c3fc2a3313dc81c73457162c,"[ 2100000 , 3791804 )",venture A,USA,"['Consumer Discretionary', 'Industrials', 'Financials']",75.17,65.03,100.53,5.07,['USA'],"['AOL Ventures' 'Founder Collective' 'True Ventures' 'Brendan McGovern'
 'David Mahoney' 'James Joaquin' 'Nion McEvoy' 'Scott Heiferman']"
/funding-round/95e06cec1140125d6c2924c1a58dc751,"[ 2100000 , 3791804 )",venture A,USA,"['Consumer Discretionary', 'Industrials', 'Financials']",75.17,65.03,100.53,5.07,['USA'],"['Founder Collective' 'SV Angel' 'True Ventures' 'Caterina Fake'
 'David Mahoney' 'James Joaquin' 'Nion McEvoy' 'Scott Heiferman'
 'Zach Klein']"
/funding-round/b4de43b6a16955f2b2b258dbd33f4967,"[ 184000 , 414705 )",seed,ISR,"['Information Technology', 'Industrials']",26.0,26.0,72.1,1.0,['FRA'],['Kima Ventures']
/funding-round/3473e317f5cfbba5af9ed92e2ba24940,"[ 20000000 , ... )",venture C,USA,"['Health Care', 'Communication Services']",122.8,5.13,117.8,14.71,['USA'],"['Google Ventures' 'Johnson & Johnson Development Corporation'
 'New Enterprise Associates']"
/funding-round/75cc2bfe5037393cb801b3365c52ef79,"[ 20000000 , ... )",venture D,USA,"['Health Care', 'Communication Services']",122.8,5.13,117.8,14.71,['USA' 'RUS'],"['Google Ventures' 'MPM Capital' 'New Enterprise Associates'
 'Anne Wojcicki' 'Sergey Brin' 'Yuri Milner']"
/funding-round/97062e0d50c2955cbe40bf8220d87b08,"[ 20000000 , ... )",venture C,USA,"['Health Care', 'Communication Services']",122.8,5.13,117.8,14.71,['USA'],['Johnson & Johnson Development Corporation']
/funding-round/c27c1b420dfb34677a6ba449524f1c88,"[ 10000000 , 20000000 )",venture B,USA,"['Health Care', 'Communication Services']",122.8,5.13,117.8,14.71,['USA'],['Google' 'Sergey Brin']
/funding-round/cf66108828b7b22e45bbe02cf8a9fc50,"[ 20000000 , ... )",venture E,USA,"['Health Care', 'Communication Services']",122.8,5.13,117.8,14.71,['USA'],"['Casdin Capital' 'Fidelity Management & Research'
 'WuXi Healthcare Ventures' 'Xfund']"
/funding-round/f261366b4fbf1840ad71b20ea0d9c7ce,"[ 10000000 , 20000000 )",venture A,USA,"['Health Care', 'Communication Services']",122.8,5.13,117.8,14.71,['USA'],"['Genentech' 'Google' 'Mohr Davidow Ventures' 'New Enterprise Associates'
 'Stephens Investment Management']"
/funding-round/3fce54b03edf36d1a5002b288be8fdeb,"[ 6000000 , 10000000 )",venture B,SGP,"['Industrials', 'Information Technology', 'Financials']",59.93,7.37,157.33,17.52,['JPN'],['GMO VenturePartners']
/funding-round/f3c7d2be5057f783a588d1598c06e4a5,"[ 2100000 , 3791804 )",venture A,SGP,"['Industrials', 'Information Technology', 'Financials']",59.93,7.37,157.33,17.52,['SGP'],['Digital Media Partners']
/funding-round/fc41599e5ce6654db9217e05e933e5a4,"[ 6000000 , 10000000 )",venture C,SGP,"['Industrials', 'Information Technology', 'Financials']",59.93,7.37,157.33,17.52,['HKG' 'JPN'],['Amun Capital' 'GMO VenturePartners']
/funding-round/ed719ecfd7240b23c3f4650aee650fa6,"[ 791647 , 1300000 )",seed,USA,"['Information Technology', 'Consumer Discretionary', 'Communication Services']",13.83,13.83,65.03,1.0,['CHN' 'USA'],"['Fine Charm Ventures' 'PreAngel' 'Silicon Valley Growth Syndicate'
 'StartX' 'StartX Fund' 'TEEC Angel Fund']"
/funding-round/00dbbc0ec042d30a1ffd62e84c083812,"[ 20000000 , ... )",venture C,USA,['Health Care'],103.93,8.73,106.67,13.6,['USA'],['Kleiner Perkins Caufield & Byers' 'New Enterprise Associates']
/funding-round/bf5cd3f9ff0e65fbfba24e731e56981c,"[ 10000000 , 20000000 )",venture B,USA,['Health Care'],103.93,8.73,106.67,13.6,['USA'],"['Kleiner Perkins Caufield & Byers' 'New Enterprise Associates'
 'The Column Group']"
/funding-round/d3e379e2461df51b66a75a4c732b3d06,"[ 20000000 , ... )",venture D,USA,['Health Care'],103.93,8.73,106.67,13.6,['USA'],"['Ally Bridge Group' 'Kleiner Perkins Caufield & Byers'
 'New Enterprise Associates' 'Rock Springs Capital']"
/funding-round/465afffbce6402a3fc84b9ffa438dfca,"[ 184000 , 414705 )",seed,ESP,"['Information Technology', 'Consumer Discretionary']",48.8,39.63,48.43,2.29,['ESP'],['Wayra']
/funding-round/48212f931f542fdef78810bc87aef086,"[ 6000000 , 10000000 )",venture B,GBR,"['Information Technology', 'Consumer Discretionary']",34.67,14.37,96.47,10.15,['ISR' 'RUS' 'USA' 'GBR'],"['Cedar Fund' 'Leta Capital' 'Titanium Investments'
 'Venrex Investment Management']"
/funding-round/493f78ea0ca33cfac48a57b2351b154b,"[ 3791804 , 6000000 )",venture A,GBR,"['Information Technology', 'Consumer Discretionary']",34.67,14.37,96.47,10.15,['ISR'],['Cedar Fund']
/funding-round/7210c966a3849016584fc8027ad3c584,"[ 184000 , 414705 )",seed,RUS,"['Information Technology', 'Consumer Discretionary', 'Industrials']",59.93,38.63,56.93,10.65,['RUS'],['Papillon ZAO' 'Skolkovo Foundation']
/funding-round/227b14ab43e8b9112aa9357d69662e5f,"[ 791647 , 1300000 )",seed,USA,['Information Technology'],44.8,20.37,47.77,12.22,['USA'],['K9 Ventures' 'TEEC Angel Fund' 'Safa Rashtchy']
/funding-round/d976a3a9eaed96cbae0bd6c2158e2b35,"[ 10000000 , 20000000 )",venture B,USA,"['Consumer Discretionary', 'Energy', 'Information Technology']",113.73,71.0,120.8,7.12,['USA'],['Pond Ventures']
/funding-round/dd581bca505c94ccda21dab6a117a3df,"[ 3791804 , 6000000 )",venture A,USA,"['Consumer Discretionary', 'Energy', 'Information Technology']",113.73,71.0,120.8,7.12,['USA'],['Pond Ventures']
/funding-round/30959bbdf1abe7337856d98be84c5d22,"[ 10000000 , 20000000 )",venture D,USA,"['Communication Services', 'Information Technology']",131.0,16.33,136.8,14.33,['USA'],"['Draper Fisher Jurvetson (DFJ)' 'Gannett Co., Inc.' 'Sand Hill Capital'
 'U.S. Venture Partners (USVP)' 'Dan Ehrman' 'Tim Connors']"
/funding-round/603f50301d1e1ac7af790d2995f9c97a,"[ 20000000 , ... )",venture E,USA,"['Communication Services', 'Information Technology']",131.0,16.33,136.8,14.33,['USA' 'AUS'],"['Draper Fisher Jurvetson (DFJ)' 'Gannet Capital' 'Mezzanin Kapital'
 'U.S. Venture Partners (USVP)' 'Vulcan Capital']"
/funding-round/632521040f9dc01fd294156a72bf1cf7,"[ 6000000 , 10000000 )",venture C,USA,"['Communication Services', 'Information Technology']",131.0,16.33,136.8,14.33,['USA'],"['Draper Fisher Jurvetson (DFJ)' 'Gannett Co., Inc.' 'Sand Hill Capital'
 'U.S. Venture Partners (USVP)' 'Dan Ehrman' 'Tim Connors']"
/funding-round/acf6113885ae9c45d17726e67b68b14f,"[ 10000000 , 20000000 )",venture D,USA,"['Communication Services', 'Information Technology']",131.0,16.33,136.8,14.33,['USA'],"['Draper Fisher Jurvetson (DFJ)' 'Gannett Co., Inc.'
 'Mitsui & Co. Global Investment' 'U.S. Venture Partners (USVP)'
 'Vulcan Capital']"
/funding-round/b0a49655b0ed50e73250d391ef1a0ab0,"[ 184000 , 414705 )",seed,USA,"['Information Technology', 'Consumer Discretionary']",27.67,27.67,47.77,1.0,['USA'],['The Startup Factory']
/funding-round/0288136438e847293e62ef3b369326cc,"[ 791647 , 1300000 )",seed,GBR,"['Communication Services', 'Information Technology']",57.67,28.03,69.83,7.41,['GBR'],['Northstar Ventures']
/funding-round/0465733a4a7a6bd3914ce9e3b11243e8,"[ 791647 , 1300000 )",seed,GBR,"['Communication Services', 'Information Technology']",57.67,28.03,69.83,7.41,['GBR'],"['Angel CoFund' 'Rivers Capital Partners'
 'Tweed Renaissance Investors Capital']"
/funding-round/18ca0663d450efc3ef637f41a906ee31,"[ 791647 , 1300000 )",seed,GBR,"['Communication Services', 'Information Technology']",57.67,28.03,69.83,7.41,['GBR'],['Rivers Capital Partners']
/funding-round/a5a687f16807b2c83265022b4ab9a520,"[ 791647 , 1300000 )",seed,GBR,"['Communication Services', 'Information Technology']",57.67,28.03,69.83,7.41,['GBR'],['Rivers Capital Partners']
/funding-round/c14bbebeee6043dafc04d5a0ea499d36,"[ 10000000 , 20000000 )",venture B,CHN,['Information Technology'],116.8,102.6,132.97,4.73,['USA'],['Intel Capital' 'Redpoint Ventures' 'Sequoia Capital' 'SIG']
/funding-round/cf5e6dccbe2e37206289c0eef9ccb408,"[ 6000000 , 10000000 )",venture A,CHN,['Information Technology'],116.8,102.6,132.97,4.73,['USA' 'CHN'],['Sequoia Capital' 'SIG China']
/funding-round/2bdd5b26a7a895c4b7c179298c29e23f,"[ 10000000 , 20000000 )",venture B,CHN,['Industrials'],143.17,97.5,159.37,15.22,['CHN'],['Funding Global Innovation' 'IDG Capital Partners']
/funding-round/64a3a523f4483c8cb7909bd0dc8b1f38,"[ 20000000 , ... )",venture C,CHN,['Consumer Discretionary'],48.8,13.57,59.93,8.81,['USA'],['Sequoia Capital']
/funding-round/94fafb9b229caec2967b1bf5c6837156,"[ 10000000 , 20000000 )",venture B,CHN,['Consumer Discretionary'],48.8,13.57,59.93,8.81,['USA' 'CHN'],['DCM' 'Shunwei Capital']
/funding-round/b7c271d3a896f7f7a66f79c9d9a84cae,"[ 10000000 , 20000000 )",venture A,CHN,['Industrials'],60.97,53.9,69.67,3.53,['USA' 'CHN'],"['CDH Investments' 'Goldman Sachs' 'Sky Blessing Investment'
 'Zero2IPO Capital']"
/funding-round/1bdb3a325d4dfa2e7add7556e05a3d21,"[ 791647 , 1300000 )",seed,USA,"['Health Care', 'Consumer Staples']",14.97,14.93,26.47,1.0,['USA'],"['Lemnos Labs' 'SK Ventures' 'SoftTech VC' 'Upfront Ventures'
 'Xandex Investments LLP' 'Mitchell Kapor']"
/funding-round/ba2d41db32937c1af3d8beec06cd3269,"[ 791647 , 1300000 )",seed,USA,['Communication Services'],37.8,5.87,89.13,10.64,['USA' 'CHE'],['Andreessen Horowitz' 'Index Ventures' 'SoftTech VC' 'Ben Drury']
/funding-round/b07c7987282314f928e2e2fa1b7faadc,"[ 791647 , 1300000 )",seed,IND,['Information Technology'],13.37,13.37,72.1,1.0,['IND'],['India Quotient']
/funding-round/337d8cdbba914da2357bf310b97bd422,"[ 6000000 , 10000000 )",venture A,CHN,"['Industrials', 'Financials']",125.53,36.17,132.97,17.87,['USA'],['DCM' 'Peninsula Capital']
/funding-round/5fbc4ed43d276f70af74307e90f5c9c9,"[ 10000000 , 20000000 )",venture B,CHN,"['Industrials', 'Financials']",125.53,36.17,132.97,17.87,['USA'],['DCM' 'Lightspeed Venture Partners' 'Peninsula Capital']
/funding-round/ff576f771991477b010c93c16a884c40,"[ 791647 , 1300000 )",seed,USA,"['Information Technology', 'Consumer Discretionary']",30.6,26.4,67.07,2.1,['USA'],['InnoSpring Seed Fund' 'TEEC Angel Fund']
/funding-round/ae51c980b9f80b95f746e794aa186911,"[ 2100000 , 3791804 )",venture A,CHN,['Communication Services'],136.03,121.6,193.87,7.22,['CHN'],['IDG Capital Partners']
/funding-round/b7391eb71474645781a86bf19976eb96,"[ 6000000 , 10000000 )",venture B,CHN,['Communication Services'],136.03,121.6,193.87,7.22,['USA' 'SGP' 'JPN' 'CHN'],['Intel Capital' 'JAFCO Asia' 'Mitsubishi UFJ Capital' 'TDF Capital']
/funding-round/76a232e1ac21fd9912dc6ad7c04b5970,"[ 2100000 , 3791804 )",venture A,IRL,"['Communication Services', 'Information Technology']",108.63,108.63,96.47,1.0,['IRL' 'IND'],['Enterprise Ireland' 'WDC']
/funding-round/ecd8153da5af455d9bc0802b8fc1eac2,"[ 2100000 , 3791804 )",venture A,FRA,['Information Technology'],122.6,122.6,181.67,1.0,['FRA'],['IDF CAPITAL' 'XAnge Private Equity']
/funding-round/47cfde6302ef8e9fc52f9214479b37c2,"[ 791647 , 1300000 )",seed,USA,"['Industrials', 'Consumer Discretionary']",28.57,17.03,20.4,2.31,['USA'],['Astia Angels']
/funding-round/a614b189659e447a81ea551a23797020,"[ 791647 , 1300000 )",seed,USA,"['Industrials', 'Consumer Discretionary']",28.57,17.03,20.4,2.31,['USA'],['500 Startups']
/funding-round/1fd243003a14e5337d96784ca4b105af,"[ 6000000 , 10000000 )",venture A,CAN,['Health Care'],19.5,19.5,72.1,1.0,['USA'],['Cultivian Sandbox Ventures']
/funding-round/ec5fe97a5460860bdfaaedaaffb24dc0,"[ 184000 , 414705 )",seed,USA,"['Health Care', 'Industrials', 'Information Technology']",10.13,10.13,11.23,1.0,['USA'],['SOSV' 'Indie Bio']
/funding-round/1ce06b0712be0dd9f55cf4cebc769067,"[ 10000000 , 20000000 )",venture A,USA,['Health Care'],66.97,66.97,84.27,1.0,['USA'],['Pfizer Venture Investments' 'Third Rock Ventures']
/funding-round/3ca6d41f3553a6f8d62209874e87d83e,"[ 791647 , 1300000 )",venture A,USA,"['Communication Services', 'Information Technology', 'Real Estate']",55.93,7.5,67.07,8.07,['USA'],['Golden Seeds']
/funding-round/7637e181ae049fdcd83985ac1c40f9ce,"[ 791647 , 1300000 )",venture A,USA,['Energy'],66.3,24.67,96.47,20.82,['USA'],['JumpStart Inc.' 'North Coast Angel Fund']
/funding-round/9ac9603b791ae103117dc076ac7e1415,"[ 6000000 , 10000000 )",venture B,USA,['Energy'],66.3,24.67,96.47,20.82,['USA'],['Harris & Harris Group' 'RKS Ventures']
/funding-round/2fb414e5bc1ab272e2385b4f55018c67,"[ 10000000 , 20000000 )",venture B,USA,['Health Care'],113.7,48.07,145.17,10.94,['USA'],"['Advanced Technology Ventures' 'Flagship Ventures' 'OrbiMed Advisors'
 'Polaris Partners' 'Sutter Hill Ventures' 'Venrock']"
/funding-round/636b372268c0e0015f80da73c072cbae,"[ 10000000 , 20000000 )",venture C,USA,['Health Care'],113.7,48.07,145.17,10.94,['USA'],['Bessemer Venture Partners' 'MPM BioEquities' 'QVT Financial']
/funding-round/8901254bca79b303af2f42008d138500,"[ 184000 , 414705 )",seed,USA,"['Financials', 'Information Technology', 'Health Care']",28.5,15.77,33.6,6.37,['USA'],['Techstars']
/funding-round/13d09c24c0e33e5688bbfd9695b5acc8,"[ 6000000 , 10000000 )",venture A,USA,['Information Technology'],130.8,130.8,218.2,1.0,['USA'],['Commonwealth Capital Ventures']
/funding-round/1bf0aeeb02132e7d76d0a6d38ac7246c,"[ 10000000 , 20000000 )",venture B,USA,['Communication Services'],89.37,16.1,108.63,12.21,['USA'],['HWVP' 'Leapfrog Ventures' 'Palomar Ventures']
/funding-round/3f9798efcafe645424438672c6f08217,"[ 10000000 , 20000000 )",venture C,USA,['Communication Services'],89.37,16.1,108.63,12.21,['USA'],['HWVP' 'Leapfrog Ventures' 'Palomar Ventures']
/funding-round/886b72b7c373d4974f4df9dcfd654317,"[ 10000000 , 20000000 )",venture C,USA,['Communication Services'],89.37,16.1,108.63,12.21,['USA' 'GBR'],['HWVP' 'Leapfrog Ventures' 'Palomar Ventures' 'WPP']
/funding-round/ea973e5a187ba49fd7271f182a989116,"[ 10000000 , 20000000 )",venture C,USA,['Communication Services'],89.37,16.1,108.63,12.21,['USA' 'GBR'],['HWVP' 'WPP']
/funding-round/ed7e5f599be4f9d8e93fa9298b05af5b,"[ 3791804 , 6000000 )",venture A,USA,['Communication Services'],89.37,16.1,108.63,12.21,['USA'],['HWVP' 'Palomar Ventures']
/funding-round/2f688d5b9bff2eefbdd667bde1a9153e,"[ 10000000 , 20000000 )",venture B,USA,['Information Technology'],107.9,32.3,145.17,15.12,['USA'],"['Argonaut Partners' 'Battery Ventures' 'Easton Capital'
 'Entrepia Ventures' 'New Science Ventures']"
/funding-round/3eaba3e2d617b28ce497167af194d8a5,"[ 6000000 , 10000000 )",venture A,USA,['Information Technology'],107.9,32.3,145.17,15.12,['USA'],"['Battery Ventures' 'Easton Capital' 'Entrepia Ventures'
 'New Science Ventures']"
/funding-round/0bbd9c7bc3025accb806798a46a6aa06,"[ 10000000 , 20000000 )",venture C,USA,"['Communication Services', 'Information Technology']",109.67,75.2,120.8,11.49,['USA'],"['Flybridge Capital Partners' 'Globespan Capital Partners'
 'Sigma Partners']"
/funding-round/6a1292a030e97d9380b37250bfb7f61f,"[ 6000000 , 10000000 )",venture A,USA,"['Communication Services', 'Information Technology']",109.67,75.2,120.8,11.49,['USA'],['Flybridge Capital Partners' 'Globespan Capital Partners']
/funding-round/f51adbf3453b932899d65b665ceb5386,"[ 6000000 , 10000000 )",venture B,USA,"['Communication Services', 'Information Technology']",109.67,75.2,120.8,11.49,['USA'],"['Flybridge Capital Partners' 'Globespan Capital Partners'
 'Sigma Partners']"
/funding-round/3aa862dc7a8ed9fa818ef9f5140e7e0b,"[ 10000000 , 20000000 )",venture C,USA,['Information Technology'],176.47,29.77,218.2,18.34,['USA'],"['The Carlyle Group' 'Draper Fisher Jurvetson (DFJ)'
 'Global Catalyst Partners' 'New Enterprise Associates'
 'U.S. Venture Partners (USVP)' 'Vertex Ventures' 'Walden International']"
/funding-round/d83bf25cf003b801e54c5559e98fb23a,"[ 10000000 , 20000000 )",venture E,USA,['Information Technology'],176.47,29.77,218.2,18.34,['USA' 'FRA'],"['Adams Street Partners' 'ATA Ventures' 'The Carlyle Group'
 'DuPont Capital Management' 'Global Catalyst Partners'
 'Independent Venture Fund' 'Innovacom' 'New Enterprise Associates'
 'Vertex Ventures' 'Walden International']"
/funding-round/e6816351b9246d079b31c6135d7262d7,"[ 20000000 , ... )",venture D,USA,['Information Technology'],176.47,29.77,218.2,18.34,['USA' 'FRA'],"['ATA Ventures' 'The Carlyle Group' 'DuPont Ventures' 'France Telecom'
 'New Enterprise Associates' 'Nova Ventures'
 'U.S. Venture Partners (USVP)' 'Vertex Ventures' 'Walden International']"
/funding-round/99fe6c6172c9592e8794198dc50c24ca,"[ 184000 , 414705 )",seed,USA,"['Consumer Discretionary', 'Communication Services']",51.83,49.8,72.1,1.02,['USA'],['Capital Innovators']
/funding-round/6b4f46578259c254502927f3eb0a37f5,"[ 6000000 , 10000000 )",venture A,USA,['Information Technology'],138.07,63.33,157.33,14.95,['USA'],['Atlas Venture' 'North Bridge Venture Partners & Growth Equity']
/funding-round/801af5e3a72235f66a8b1bfe4ecdec6c,"[ 10000000 , 20000000 )",venture B,USA,['Information Technology'],138.07,63.33,157.33,14.95,['USA'],['North Bridge Venture Partners & Growth Equity']
/funding-round/cd711a09bd8ab441025087a6fb44d765,"[ 10000000 , 20000000 )",venture B,USA,['Information Technology'],138.07,63.33,157.33,14.95,['USA'],['Atlas Venture' 'North Bridge Venture Partners & Growth Equity']
/funding-round/2c1b779857925802dc794ef6504ddc5a,"[ 10000000 , 20000000 )",venture B,ISR,['Health Care'],98.1,71.4,120.8,13.35,['ISR'],['7 Health Ventures' 'Evergreen Venture Partners' 'Ofer Hi-Tech']
/funding-round/bc1a1bcbbce85cb7bb006d2166e653cb,"[ 3791804 , 6000000 )",venture A,ISR,['Health Care'],98.1,71.4,120.8,13.35,['ISR'],['Evergreen Venture Partners' 'Ofer Hi-Tech']
/funding-round/28618224e52943563cd65bb9f8fd7eea,"[ 10000000 , 20000000 )",venture C,USA,"['Financials', 'Information Technology']",161.93,142.93,193.87,6.33,['ISR' 'USA'],['Evergreen Venture Partners' 'Fantine Group' 'Mayfield' 'Sequoia Capital']
/funding-round/6faa40421d2928170349069fa81e2a2d,"[ 10000000 , 20000000 )",venture B,USA,"['Financials', 'Information Technology']",161.93,142.93,193.87,6.33,['ISR' 'USA'],['Evergreen Venture Partners' 'Fantine Group' 'Sequoia Capital']
/funding-round/85a666ba0479a3f219381621aecac714,"[ 10000000 , 20000000 )",venture B,USA,"['Financials', 'Information Technology']",161.93,142.93,193.87,6.33,['ISR' 'USA'],['Evergreen Venture Partners' 'Fantine Group' 'Sequoia Capital']
/funding-round/19af7353d129e94b964536764f8dab4c,"[ 10000000 , 20000000 )",venture D,USA,['Health Care'],108.13,15.23,181.67,23.22,['USA'],"['Accuitive Medical Ventures' 'Bausch & Lomb' 'The Carlyle Group'
 'Pequot Capital' 'SV Life Sciences' 'Three Arch Partners'
 'Versant Ventures']"
/funding-round/5a83ddbff4089218534ff3e310805764,"[ 2100000 , 3791804 )",venture B,USA,['Industrials'],60.33,32.37,254.73,9.32,['USA'],"['Arkansas Risk Capital Matching Fund' 'BLH Venture Partners' 'Dillards'
 'Gravity Ventures' 'Noro-Moseley Partners']"
/funding-round/db7b692c39982f4cb2ec833e954fa90e,"[ 2100000 , 3791804 )",venture A,USA,['Industrials'],60.33,32.37,254.73,9.32,['USA'],['BLH Venture Partners' 'Gravity Ventures' 'Noro-Moseley Partners']
/funding-round/ef335b3c1138fbbadc3b6ceec5536ef7,"[ 20000000 , ... )",private_equity,USA,['Industrials'],60.33,32.37,254.73,9.32,['USA'],['General Atlantic']
/funding-round/5b8d3ce4710179e20c6649bf8d4c4d51,"[ 6000000 , 10000000 )",venture B,USA,['Communication Services'],74.53,30.83,84.27,14.57,['USA'],['Greycroft Partners' 'GRP Partners' 'Upfront Ventures' 'Matt Coffin']
/funding-round/c96482ff0e63936f6338f620f63c3431,"[ 791647 , 1300000 )",seed,USA,['Communication Services'],74.53,30.83,84.27,14.57,['USA'],['Upfront Ventures']
/funding-round/079ec5623d06610d4f9fd596235cf551,"[ 791647 , 1300000 )",seed,IRL,"['Materials', 'Industrials']",27.47,13.2,72.1,7.13,['IRL'],['Enterprise Ireland']
/funding-round/ced87a1f012f761ff255d0089094834b,"[ 791647 , 1300000 )",seed,IRL,"['Materials', 'Industrials']",27.47,13.2,72.1,7.13,['IRL'],['NDRC']
/funding-round/0b6c5ecaeeaf340714619d35986f6605,"[ 2100000 , 3791804 )",venture A,USA,['Communication Services'],64.7,43.47,68.67,5.31,['USA'],"['CRV' 'First Round' 'kbs+ Ventures' 'Lerer Hippeau Ventures'
 'Stage One Capital' 'Gary Vaynerchuk' 'Michael Katz' 'Nat Turner']"
/funding-round/2e484c40e64b2320cb4d70e77a5ef567,"[ 791647 , 1300000 )",seed,USA,['Communication Services'],64.7,43.47,68.67,5.31,['USA'],['Stage One Capital' 'William Lohse']
/funding-round/e29cb865ba8abeb6e8d1b951b81a2f31,"[ 10000000 , 20000000 )",venture B,USA,['Communication Services'],64.7,43.47,68.67,5.31,['USA'],['Time Warner Investments' 'Valhalla Partners' 'William Lohse']
/funding-round/2b784e89d102ee03c40504dfb0127c9a,"[ 10000000 , 20000000 )",venture F,USA,['Health Care'],27.07,7.03,84.27,4.01,['JPN' 'USA'],"['Matrix Capital' 'Rock Springs Capital' 'Senator Investment Group'
 'Tiger Management Corporation']"
/funding-round/63bca9b5f18393be1880bafb909c0767,"[ 6000000 , 10000000 )",venture D,USA,"['Information Technology', 'Financials']",149.23,5.23,154.33,20.57,['USA' 'CAN'],"['Cardinal Venture Capital' 'Monitor Ventures' 'ONSET Ventures'
 'RBC Venture Partners']"
